word                				occurance
shaken              				20
shakes              				200
shakier             				10
shakily             				10
shaking             				180
shaky               				50
shall               				10
shallow             				110
shallows            				40
shame               				60
shampoo             				10
shampoos            				10
shape               				100
shaped              				90
shapes              				10
shard               				10
shards              				10
share               				180
shared              				40
sharing             				50
sharp               				290
sharpens            				10
sharper             				10
sharply             				30
shatter             				20
shattered           				40
shatters            				40
shaved              				30
shaving             				10
she                 				5090
she'd               				50
she'll              				100
she's               				590
sheath              				210
shed                				100
sheen               				20
sheep               				10
sheepishly          				10
sheer               				40
sheet               				70
sheeting            				20
sheeting's          				10
sheets              				50
shelf               				20
shell               				130
shelled             				10
shellfish           				80
shells              				70
shelter             				40
sheltered           				10
sheltering          				10
shelters            				10
shes                				610
shield              				40
shielding           				10
shields             				20
shift               				180
shifted             				30
shifting            				30
shifts              				40
shimmer             				10
shimmering          				40
shimmers            				20
shine               				30
shines              				20
shining             				40
shinny              				10
shiny               				130
shipment            				10
shipped             				10
shirt               				380
shirtfront          				10
shirts              				10
shirtsleeve         				10
shirttail           				10
shiver              				30
shivering           				60
shock               				240
shocked             				40
shocking            				20
shocks              				10
shoe                				20
shoelaces           				10
shoes               				300
shoos               				20
shoot               				550
shooting            				210
shootings           				10
shoots              				130
shop                				50
shopkeepers         				10
shops               				50
shore               				10
short               				350
shortage            				50
shortages           				40
shorter             				10
shortest            				10
shorthand           				10
shortly             				20
shorts              				20
shot                				550
shots               				130
should              				1290
should've           				10
shoulder            				610
shouldered          				20
shoulders           				330
shouldn't           				80
shouldnt            				10
shout               				200
shouted             				10
shouting            				100
shouts              				150
shove               				110
shoved              				40
shovel              				10
shoveled            				10
shovels             				10
shoves              				40
shoving             				40
show                				930
showdown            				10
showed              				200
shower              				220
showered            				10
showering           				10
showers             				30
showier             				10
showing             				200
shown               				90
shows               				140
showtime            				10
shrapnel            				20
shred               				10
shredded            				10
shriek              				40
shrieking           				60
shrieks             				40
shrimp              				20
shrink              				20
shrinking           				10
shrinks             				10
shroud              				10
shrug               				110
shrugged            				10
shrugs              				60
shrunk              				10
shrunken            				10
shudder             				10
shuddering          				10
shuffle             				10
shuffling           				10
shunned             				10
shut                				380
shuts               				40
shutters            				50
shutting            				20
shy                 				10
shyly               				10
shyness             				10
siblings            				20
sic                 				10
sick                				260
sickened            				10
sickening           				20
sickeningly         				10
sickly              				30
sickness            				20
side                				1410
side's              				10
sidelong            				10
sides               				150
sidestep            				10
sidestepped         				10
sidetracked         				10
sideways            				50
sigh                				100
sighing             				10
sighs               				90
sight               				520
sighting            				10
sights              				30
sign                				350
signal              				110
signaled            				10
signaling           				10
signals             				80
signature           				10
signed              				40
significance        				20
significant         				20
signifies           				20
signify             				20
signifying          				10
signing             				20
signs               				120
silence             				320
silences            				30
silent              				310
silently            				100
silhouette          				10
silhouettes         				10
silk                				100
silken              				40
silky               				50
silliest            				10
silly               				70
silver              				250
silverware          				10
silvery             				10
similar             				90
simple              				370
simpleminded        				30
simpler             				30
simplest            				20
simply              				270
simultaneously      				20
since               				1630
sincere             				10
sincerely           				20
sincerity           				10
sinewy              				10
sing                				190
singed              				20
singing             				140
single              				130
singling            				10
sings               				30
singsong            				10
sinister            				20
sink                				130
sinking             				30
sinks               				120
sinuses             				10
sip                 				60
sipped              				10
sipping             				50
sips                				60
sir                 				20
sirens              				10
sister              				420
sister's            				10
sisters             				50
sit                 				860
site                				50
sites               				30
sits                				380
sitting             				350
situated            				10
situation           				180
six                 				220
sixteen             				40
sixteens            				10
sixty               				50
sizable             				30
size                				340
sized               				10
sizes               				20
sizing              				20
sizzle              				30
skating             				10
skeletal            				10
sketch              				20
sketchbook          				40
sketchbooks         				20
sketches            				30
skewer              				30
skewers             				20
skid                				20
skids               				10
skies               				10
skill               				90
skilled             				10
skills              				100
skim                				10
skimpy              				10
skin                				920
skinned             				40
skinning            				20
skinny              				30
skins               				20
skintight           				20
skip                				20
skipped             				10
skipping            				10
skips               				10
skirt               				100
skirts              				10
skull               				110
skunk               				30
sky                 				740
sky's               				20
skylights           				10
skyline             				10
skys                				10
slab                				10
slack               				10
slag                				20
slake               				10
slam                				100
slammed             				20
slamming            				20
slams               				60
slant               				10
slanting            				20
slap                				40
slapped             				10
slapping            				30
slaps               				40
slash               				20
slashes             				20
slashing            				10
slated              				10
slather             				10
slaughter           				30
slaughtered         				10
slave               				10
slaves              				20
sleek               				20
sleep               				990
sleepily            				10
sleeping            				420
sleepless           				10
sleeps              				30
sleepy              				10
sleeve              				130
sleeved             				10
sleeveless          				10
sleeves             				90
slenderest          				30
slept               				90
slice               				70
sliced              				30
slices              				70
slick               				40
slid                				20
slide               				310
slides              				150
sliding             				30
slight              				280
slightest           				60
slightly            				410
slim                				60
slime               				10
sliminess           				20
slimmest            				10
slimy               				10
sling               				50
slingshot           				40
slinks              				10
slip                				270
slipped             				50
slippers            				50
slippery            				50
slipping            				50
slips               				190
slit                				60
sliver              				10
slivered            				10
slog                				10
slogan              				10
slope               				130
slopes              				10
sloppily            				10
slops               				10
sloshed             				20
sloshing            				10
slot                				10
slow                				290
slower              				20
slowing             				30
slowly              				490
slows               				30
slug                				20
slumber             				10
slumbers            				10
slump               				40
slumps              				30
slung               				40
slurred             				10
slush               				10
sly                 				20
smack               				20
smacking            				20
smacks              				10
small               				1120
smaller             				70
smallest            				20
smart               				160
smarter             				30
smartest            				30
smash               				30
smashes             				30
smashing            				20
smear               				10
smearing            				10
smears              				10
smeary              				10
smell               				350
smelling            				30
smells              				50
smile               				580
smiled              				10
smiles              				220
smiling             				160
smirking            				10
smirks              				10
smoke               				400
smoking             				30
smoky               				10
smolder             				10
smoldering          				70
smooth              				190
smoothed            				10
smoothes            				10
smoothing           				20
smoothly            				10
smothered           				10
smudged             				10
smug                				40
snag                				20
snagging            				10
snags               				30
snail               				10
snake               				20
snakelike           				10
snakes              				50
snap                				190
snapping            				10
snaps               				130
snare               				90
snared              				10
snares              				210
snarl               				50
snarled             				10
snarling            				30
snarls              				30
sneak               				60
sneaked             				10
sneaks              				10
sneering            				10
sniff               				20
sniffing            				40
sniffs              				10
snipping            				10
sniveling           				20
snob                				10
snore               				10
snoring             				30
snort               				10
snorting            				20
snout               				10
snouts              				10
snow                				550
snow's              				10
snowbank            				10
snowcapped          				10
snowflakes          				10
snowstorm           				20
snowsuit            				20
snowy               				20
snuffling           				10
snuggle             				20
snuggled            				10
snuggles            				10
snugly              				10
snugness            				10
so                  				6910
soak                				80
soaked              				90
soaking             				60
soaks               				10
soap                				20
soaps               				10
soars               				10
sob                 				30
sobbing             				30
sober               				80
sobered             				10
sobers              				10
sobriety            				20
sobs                				20
sociable            				10
social              				20
society             				10
sock                				10
socket              				10
socks               				130
sodden              				40
sofas               				10
soft                				310
soften              				10
softened            				10
softens             				10
softer              				10
softly              				180
soggy               				10
soiled              				20
solar               				20
sold                				30
soldiers            				50
sole                				50
solemn              				30
soles               				10
solid               				90
solidly             				20
solitary            				40
solitude            				30
solution            				40
some                				3740
somebody            				50
somehow             				320
someone             				1040
someone's           				50
someones            				20
somersaults         				20
something           				2690
something's         				10
sometime            				30
sometimes           				200
somewhat            				220
somewhere           				370
son                 				90
song                				230
songbird            				30
songbirds           				30
songs               				80
soon                				580
sooner              				60
soot                				10
soothe              				20
soothes             				10
soothing            				70
soothingly          				10
sooty               				10
sore                				30
sorely              				10
soreness            				10
sores               				10
sorrow              				30
sorry               				360
sort                				750
sorts               				80
sought              				30
soul                				20
souls               				10
sound               				1060
sounded             				10
soundless           				10
soundlessly         				10
soundly             				10
soundness           				10
sounds              				430
soundstage          				10
soundtrack          				10
soup                				180
soups               				10
soupy               				10
sour                				30
source              				210
sources             				20
south               				10
space               				180
spanking            				10
spare               				110
spared              				20
spares              				10
sparing             				10
spark               				70
sparkling           				70
sparkly             				20
sparks              				20
spars               				10
spasm               				10
spasms              				20
spastic             				10
spawned             				20
speak               				360
speaker             				10
speakers            				10
speaking            				100
speaks              				100
spear               				270
speared             				20
spearhead           				10
spearheads          				20
spearing            				20
spears              				70
special             				350
specialized         				10
specially           				10
specialty           				10
species             				30
specific            				30
specifically        				50
specifying          				10
specimen            				10
spectacular         				40
speculation         				20
speech              				160
speeches            				30
speechless          				20
speed               				90
speeding            				10
speeds              				30
speedy              				20
spell               				10
spellbound          				10
spend               				240
spending            				50
spends              				40
spent               				290
spew                				10
spewing             				20
spews               				10
spice               				20
spices              				10
spicy               				20
spider              				10
spied               				20
spiel               				20
spike               				20
spiked              				10
spikes              				20
spiky               				10
spile               				180
spiles              				10
spill               				50
spilled             				10
spilling            				20
spin                				90
spine               				20
spinning            				100
spins               				30
spiral              				20
spirit              				60
spirits             				80
spit                				90
spite               				20
spits               				20
spitting            				10
splash              				40
splashes            				20
splashing           				40
splatter            				20
splattering         				30
splatters           				10
split               				90
splits              				30
splotchy            				10
spoil               				10
spoiled             				40
spoils              				30
spoke               				40
spoken              				100
spokes              				60
sponge              				10
sponges             				10
spongy              				10
sponsor             				110
sponsor's           				10
sponsors            				270
sponsorship         				10
spontaneity         				10
spontaneous         				10
spontaneously       				20
spool               				30
spoon               				30
spoonful            				70
spoonfuls           				50
sport               				20
sporting            				20
sports              				10
spot                				390
spotless            				20
spotlessly          				10
spotlight           				10
spots               				60
spots'              				10
spotted             				50
spotting            				10
sprawl              				10
sprawled            				10
sprawls             				10
spray               				30
spraying            				10
sprays              				10
spread              				180
spreading           				80
spreads             				50
spring              				250
springing           				10
springs             				50
springtime          				10
sprinkled           				20
sprint              				50
sprinting           				10
sprints             				10
sprouting           				10
sprung              				30
spun                				10
spurt               				10
sputter             				10
sputters            				10
spy                 				30
spying              				20
squad               				70
square              				680
square's            				10
squarely            				40
squares             				30
squash              				20
squat               				40
squats              				10
squatting           				20
squeak              				10
squeaking           				10
squeaky             				10
squeal              				40
squeals             				10
squeamish           				10
squeeze             				180
squeezed            				20
squeezes            				10
squint              				70
squinting           				10
squints             				20
squirming           				10
squirrel            				120
squirrel's          				10
squirrels           				110
stab                				30
stabbed             				40
stabbing            				30
stable              				20
stabs               				30
stack               				10
staff               				30
stage               				470
staged              				40
stages              				10
stagger             				50
staggered           				10
staggering          				10
staggers            				60
stain               				10
stained             				20
stains              				40
staircase           				10
staircases          				10
stairs              				90
stairways           				10
stake               				30
stale               				50
stalemate           				20
stalk               				10
stalked             				20
stalking            				10
stalks              				10
stall               				20
stalls              				10
stamen              				10
stammer             				20
stammers            				10
stamp               				30
stamped             				20
stampede            				10
stamps              				10
stand               				800
standard            				60
standards           				10
standby             				10
standing            				340
stands              				230
star                				170
starchy             				10
stare               				320
stared              				10
stares              				60
staring             				230
stark               				30
stars               				80
start               				950
started             				270
starter             				20
starters            				10
starting            				220
startle             				30
startled            				80
startles            				30
starts              				340
starvation          				70
starve              				60
starved             				20
starves             				10
starving            				180
stash               				30
stashed             				10
stashes             				10
state               				150
statement           				40
states              				10
static              				60
station             				350
stationed           				10
stations            				50
statistics          				10
statue              				20
statues             				10
stature             				40
status              				40
staunch             				30
stay                				740
stayed              				70
staying             				80
stays               				90
steadied            				10
steadily            				40
steadiness          				10
steady              				140
steadying           				20
steaks              				10
steal               				50
stealing            				60
stealings           				20
stealth             				10
stealthily          				10
steam               				20
steaming            				80
steamy              				10
steel               				50
steep               				20
steer               				30
steering            				10
stem                				20
stemmed             				20
stems               				10
stench              				40
stenciled           				10
stenciling          				10
step                				570
stepped             				90
stepping            				40
steps               				410
sterile             				40
stern               				10
sternly             				10
stew                				340
stewed              				10
stews               				10
stick               				250
sticking            				20
sticks              				90
sticky              				10
stiff               				90
stiffening          				10
stiffly             				40
stiffness           				30
stifle              				10
stifles             				10
stifling            				20
still               				3160
stiller             				10
stillness           				20
sting               				70
stinger             				10
stingers            				80
stinging            				50
stings              				190
stink               				20
stinking            				60
stir                				50
stirring            				70
stitch              				30
stitches            				20
stitching           				10
stock               				30
stockade            				10
stockades           				10
stocked             				20
stocking            				10
stockpiling         				10
stocks              				30
stocky              				20
stole               				40
stolen              				30
stomach             				350
stomachs            				90
stomp               				20
stomping            				20
stone               				80
stone's             				10
stones              				80
stony               				10
stood               				100
stool               				30
stoop               				10
stop                				1040
stopped             				300
stopping            				50
stops               				330
store               				50
storefronts         				10
stores              				20
stories             				10
storm               				110
storms              				10
story               				270
storytelling        				10
stoutly             				10
stove               				40
stowed              				10
straddling          				10
straggle            				10
stragglers          				10
straight            				460
straightaway        				10
straighten          				90
straighter          				10
strain              				40
strained            				20
strains             				40
strand              				50
stranded            				10
strands             				70
strange             				320
strangely           				20
stranger            				10
strangers           				30
strangled           				20
strangles           				10
strap               				50
strapless           				20
strapped            				20
straps              				40
strategically       				20
strategies          				20
strategy            				190
straw               				50
strawberries        				80
strawberry          				10
stray               				20
strayed             				10
streak              				20
streaked            				30
streaks             				40
stream              				550
streaming           				30
streams             				70
street              				100
street's            				10
streets             				240
strength            				180
strengthen          				20
strengthened        				10
strengths           				10
strenuous           				10
stress              				20
stretch             				170
stretched           				50
stretcher           				20
stretchers          				10
stretches           				20
stretching          				10
strewn              				10
stricken            				10
strict              				40
strictly            				20
stride              				20
strides             				20
strike              				70
strikes             				110
striking            				50
string              				60
strings             				20
strip               				300
stripped            				60
stripping           				20
strips              				50
stroke              				90
strokes             				70
stroking            				60
stroll              				10
strolling           				30
strong              				390
stronger            				80
strongest           				70
stronghold          				10
strongholds         				10
strongly            				30
struck              				70
structure           				20
structures          				10
struggle            				130
struggled           				20
struggles           				60
struggling          				100
strung              				30
stubble             				10
stubborn            				10
stubby              				10
stubs               				10
stuck               				70
stud                				10
studded             				30
students            				10
studio              				70
studiously          				10
study               				90
studying            				50
stuff               				540
stuff's             				10
stuffed             				40
stuffing            				30
stuffs              				50
stuffy              				20
stumble             				90
stumbled            				20
stumbles            				10
stumbling           				50
stump               				20
stung               				30
stunned             				70
stunner             				10
stunning            				40
stunt               				10
stupid              				240
stupidity           				10
stupidly            				10
stupor              				20
sturdily            				20
sturdy              				40
style               				70
styled              				30
stylish             				10
stylist             				160
stylist's           				10
stylists            				150
subdue              				30
subdued             				60
subduing            				10
subject             				20
submerge            				10
submerged           				10
submerges           				10
subsequent          				10
subsided            				20
substance           				30
substances          				10
substantial         				30
substitute          				10
substitution        				10
subtle              				30
subtly              				10
subvert             				10
succeed             				30
succeeded           				10
success             				100
successful          				20
successfully        				10
succulent           				10
such                				620
suck                				60
sucked              				40
sucking             				30
sudden              				30
suddenly            				230
suffer              				60
suffered            				40
suffering           				60
sufficient          				40
suffocate           				10
suffocating         				10
sugar               				110
suggest             				90
suggested           				60
suggesting          				100
suggestion          				50
suggests            				130
suicide             				30
suit                				150
suitable            				10
suited              				20
suits               				40
sullen              				30
sullenly            				10
sultry              				10
summer              				80
summer's            				10
summers             				10
summon              				30
summons             				20
sun                 				680
sun's               				20
sunbeams            				10
sunburned           				10
sung                				10
sunglasses          				30
sunheated           				10
sunk                				10
sunken              				10
sunlight            				290
sunny               				30
suns                				40
sunset              				30
sunsets             				10
sunshine            				10
superhuman          				10
superior            				70
superiority         				40
supper              				110
supple              				10
supplements         				10
supplied            				10
supplies            				440
supply              				140
support             				60
supported           				10
supporter           				10
supporting          				10
supports            				20
suppose             				170
supposed            				530
supposedly          				20
suppress            				10
suppressing         				20
sure                				1490
surely              				180
surety              				10
surf                				10
surface             				190
surfaces            				40
surfacing           				10
surge               				10
surgeons            				10
surgery             				10
surgically          				40
surging             				20
surly               				30
surplus             				10
surprise            				230
surprised           				110
surprises           				20
surprising          				40
surprisingly        				50
surreal             				30
surrender           				10
surround            				20
surrounded          				70
surrounding         				100
surroundings        				20
surrounds           				50
surveillance        				20
survey              				50
surveys             				10
survival            				100
survive             				200
survived            				140
surviving           				50
survivor            				20
survivors           				30
survivors'          				10
suspect             				60
suspected           				40
suspects            				10
suspended           				40
suspicion           				20
suspicions          				50
suspicious          				80
suspiciously        				20
sustain             				10
sustained           				20
sustaining          				20
sustenance          				30
swallow             				130
swallowed           				20
swallowing          				30
swallows            				30
swam                				10
swamped             				10
swap                				10
swapped             				10
swarm               				40
swarming            				10
swathe              				10
swathed             				10
swaying             				20
swear               				120
swearing            				10
swears              				10
sweat               				180
sweated             				10
sweater             				10
sweating            				50
sweaty              				20
sweep               				80
sweeping            				20
sweeps              				40
sweet               				290
sweetheart          				160
sweetly             				20
sweetness           				30
sweets              				30
sweetshop           				20
swelled             				20
swelling            				110
swells              				20
swept               				20
swerves             				10
swift               				40
swiftly             				70
swig                				10
swim                				150
swimmer             				20
swimmers            				10
swimming            				70
swims               				20
swing               				90
swinging            				10
swings              				30
swipe               				20
swipes              				10
swiping             				10
swirl               				30
swirling            				30
swirls              				10
switch              				40
switchblades        				10
switching           				10
swollen             				100
swoop               				20
swooping            				10
swoops              				10
sword               				100
swords              				20
swore               				10
sworn               				10
syllable            				10
symbol              				70
symbolize           				10
symmetrical         				10
sympathetic         				40
sympathies          				10
sympathy            				50
symptoms            				10
synonymous          				10
synthetic           				10
syringe             				70
syringes            				10
syrup               				100
system              				110
table               				1190
table's             				10
tablecloth          				10
tables              				40
tabletop            				10
tabs                				10
tackle              				20
tactic              				20
tad                 				10
tag                 				10
tail                				160
tailbone            				40
tailored            				20
tainted             				20
take                				3210
taken               				400
takeoff             				10
takers              				20
takes               				1210
taking              				540
tale                				10
talent              				70
talents             				40
tales               				10
talk                				600
talkative           				20
talked              				70
talker              				10
talking             				480
talks               				30
tall                				100
taller              				10
tallying            				10
talons              				20
tangible            				10
tangle              				50
tangled             				50
tangles             				10
tangling            				10
tantalizing         				10
tantrum             				10
tap                 				60
tape                				80
taped               				20
tapered             				30
tapes               				40
taping              				20
tapped              				20
tapping             				20
taps                				80
tar                 				20
target              				230
targeted            				30
targeting           				20
targets             				50
tart                				20
tartness            				10
task                				50
tasks               				10
taste               				180
tasted              				30
tasteful            				10
tasteless           				10
tastes              				40
tastier             				10
tasting             				30
tasty               				10
tattered            				10
tattooed            				20
tattoos             				70
taught              				60
taunting            				10
tawny               				10
tea                 				270
tea's               				10
teach               				100
teacher             				20
teachers            				20
teaches             				10
teaching            				10
teacup              				10
team                				850
team's              				40
teamed              				20
teaming             				30
teammates           				20
teams               				80
teapot              				10
tear                				80
tearing             				40
tears               				350
teary               				50
tease               				10
teased              				20
teasing             				30
teasingly           				20
tech                				40
technically         				50
technique           				30
techniques          				20
teeming             				20
teetering           				30
teeth               				340
telephone           				20
televise            				10
televised           				90
television          				420
television's        				10
televisions         				20
tell                				2020
telling             				270
tells               				320
telltale            				30
temper              				50
temperature         				80
temple              				100
temples             				20
temporarily         				40
temporary           				40
tempt               				10
temptations         				10
tempted             				50
tempting            				30
ten                 				560
tend                				50
tended              				10
tendency            				20
tender              				20
tending             				10
tendrils            				20
tenements           				10
tense               				40
tension             				40
tent                				10
tentative           				30
tentatively         				50
tenth               				10
tenuous             				20
tepid               				10
term                				10
terminal            				10
terminated          				10
terms               				140
terrain             				50
terrible            				130
terribly            				30
terrific            				10
terrified           				80
terrifying          				40
territory           				30
terror              				80
terrorized          				10
terse               				10
tessera             				40
tesserae            				140
test                				40
testing             				40
tethered            				10
textile             				20
than                				2660
thank               				170
thanked             				30
thankful            				20
thankfully          				10
thanking            				10
thanks              				180
that                				18220
that's              				860
thatll              				10
thats               				480
thawing             				10
the                 				116590
thefire             				10
their               				3380
them                				6480
themall             				10
theme               				10
themselves          				240
then                				3870
theory              				40
therapy             				10
there               				3480
there'd             				30
there's             				1140
thereafter          				10
thereby             				40
therefore           				30
therell             				20
thereof             				10
theres              				1010
thermal             				10
these               				970
they                				7450
they'd              				190
they'll             				240
they're             				640
they've             				310
theyd               				80
theyll              				230
theyre              				600
theyve              				140
thick               				290
thickens            				10
thicker             				10
thicket             				10
thief               				10
thigh               				50
thighs              				40
thin                				350
thing               				2030
things              				1480
think               				5450
thinking            				900
thinks              				230
thinner             				10
thinning            				20
third               				240
thirds              				10
thirst              				80
thirstily           				20
thirsting           				10
thirsty             				50
thirteen            				30
thirteenth          				10
thirties            				10
thirty              				220
this                				6960
thorn               				20
thorns              				20
thoroughly          				20
those               				1460
though              				1690
thought             				1390
thoughtfully        				20
thoughts            				290
thousand            				40
thousands           				90
thrash              				10
thrashes            				10
thrashing           				30
thread              				50
threadbare          				10
threads             				20
threat              				140
threaten            				10
threatened          				30
threatening         				30
threatens           				50
threats             				10
three               				1120
threshold           				10
threw               				60
thrill              				10
thrilled            				40
thrilling           				10
thrive              				10
thriving            				20
throat              				340
throated            				10
throats             				10
throbbing           				20
throbs              				30
throngs             				10
through             				2720
throughout          				70
throw               				320
throwbacks          				10
throwers            				10
throwing            				160
thrown              				90
throws              				200
thrust              				20
thrusts             				20
thud                				30
thumb               				50
thumbs              				30
thumping            				10
thunder             				20
thunders            				10
thus                				30
thwarting           				10
tick                				80
ticket              				10
ticking             				60
tickle              				10
tickling            				10
ticks               				10
tidbits             				10
tide                				10
tidy                				10
tie                 				80
tied                				80
ties                				40
tiger               				20
tight               				200
tighten             				20
tightening          				10
tightens            				60
tighter             				30
tightly             				310
tiled               				50
tiles               				20
tilted              				20
tilting             				30
tilts               				50
time                				4660
timed               				10
times               				570
timing              				20
tin                 				50
tinctures           				10
tinder              				10
tinge               				10
tinged              				10
tingling            				10
tiniest             				30
tinkles             				10
tinkling            				20
tins                				10
tint                				10
tinted              				20
tiny                				360
tion                				10
tip                 				160
tipped              				30
tipping             				40
tips                				70
tiptoe              				40
tiptoes             				10
tirades             				10
tire                				20
tired               				90
tiredly             				30
tiredness           				10
tiresome            				10
tissue              				10
to                  				64120
toast               				30
toasting            				30
toasty              				10
tock                				200
tocking             				20
today               				620
today's             				10
todays              				10
toddle              				10
toddler             				10
toe                 				40
toes                				100
together            				830
toilet              				10
toilets             				10
token               				120
told                				550
tolerance           				10
tolerate            				30
tolerating          				10
toll                				40
tolled              				10
tolling             				30
tomato              				10
tomatoes            				10
tomcat              				20
tomorrow            				230
ton                 				30
tone                				120
tones               				30
tongue              				300
tongues             				40
tonight             				410
tonights            				10
tons                				10
too                 				3800
took                				670
tool                				10
tools               				20
toothless           				10
top                 				480
topic               				30
topics              				20
topped              				40
topping             				10
topple              				10
tops                				30
torch               				30
torches             				70
torchlight          				10
tore                				10
tormented           				10
torments            				10
torn                				70
torso               				10
torture             				110
tortured            				40
torturers           				10
tortures            				10
torturing           				20
torturous           				10
toss                				160
tossed              				50
tosses              				130
tossing             				90
